cluster_id,signal,occurrences,distinct_texts,files,boilerplate_class,internally_divergent,divergence_triggers,min_pairwise_similarity,formed_by_chaining,proposed_representative_id,proposed_representative_file,proposed_representative_line,authority_reason,dates,ratified_by,member_ids,representative_text_excerpt_grouped_clusters_only_full_text_in_decision_candidates_json
DC-04679,1-text,1,1,1,,,,,,DH-04776,open_items/OI-230.md,7,the open-items register,,,DH-04776,
DC-04680,1-text,1,1,1,,,,,,DH-04777,open_items/OI-230.md,11,the open-items register,,,DH-04777,
DC-04681,1-text,1,1,1,,,,,,DH-04778,open_items/OI-230.md,13,the open-items register,,,DH-04778,
DC-04682,1-text,1,1,1,,,,,,DH-04779,open_items/OI-230.md,28,the open-items register,,,DH-04779,
DC-04683,1-text,1,1,1,,,,,,DH-04780,open_items/OI-230.md,33,the open-items register,,,DH-04780,
DC-04684,1-text,1,1,1,,,,,,DH-04781,open_items/OI-230.md,36,the open-items register,,,DH-04781,
DC-04685,1-text,1,1,1,,,,,,DH-04786,open_items/OI-25.md,7,the open-items register,,,DH-04786,
DC-04686,1-text,1,1,1,,,,,,DH-04791,open_items/OI-27.md,7,the open-items register,,,DH-04791,
DC-04687,1-text,1,1,1,,,,,,DH-04792,open_items/OI-28.md,1,the open-items register,,,DH-04792,
DC-04688,1-text,1,1,1,,,,,,DH-04795,open_items/OI-28.md,7,the open-items register,,,DH-04795,
DC-04689,1-text,1,1,1,,,,,,DH-04799,open_items/OI-3.md,7,the open-items register,,,DH-04799,
DC-04690,1-text,1,1,1,,,,,,DH-04806,open_items/OI-33.md,1,the open-items register,,,DH-04806,
DC-04691,1-text,1,1,1,,,,,,DH-04808,open_items/OI-33.md,7,the open-items register,,,DH-04808,
DC-04692,1-text,1,1,1,,,,,,DH-04809,open_items/OI-34.md,1,the open-items register,,,DH-04809,
DC-04693,1-text,1,1,1,,,,,,DH-04811,open_items/OI-34.md,7,the open-items register,,,DH-04811,
DC-04694,1-text,1,1,1,,,,,,DH-04816,open_items/OI-38.md,7,the open-items register,,,DH-04816,
DC-04695,1-text,1,1,1,,,,,,DH-04819,open_items/OI-4.md,7,the open-items register,,,DH-04819,
DC-04696,1-text,1,1,1,,,,,,DH-04821,open_items/OI-40.md,7,the open-items register,,,DH-04821,
DC-04697,1-text,1,1,1,,,,,,DH-04824,open_items/OI-41.md,7,the open-items register,,,DH-04824,
DC-04698,1-text,1,1,1,,,,,,DH-04827,open_items/OI-42.md,7,the open-items register,,,DH-04827,
DC-04699,1-text,1,1,1,,,,,,DH-04830,open_items/OI-43.md,7,the open-items register,,,DH-04830,
DC-04700,1-text,1,1,1,,,,,,DH-04833,open_items/OI-44.md,7,the open-items register,,,DH-04833,
DC-04701,1-text,1,1,1,,,,,,DH-04835,open_items/OI-45.md,7,the open-items register,,,DH-04835,
DC-04702,1-text,1,1,1,,,,,,DH-04838,open_items/OI-47.md,7,the open-items register,,,DH-04838,
DC-04703,1-text,1,1,1,,,,,,DH-04840,open_items/OI-48.md,7,the open-items register,,,DH-04840,
DC-04704,1-text,1,1,1,,,,,,DH-04843,open_items/OI-5.md,7,the open-items register,,,DH-04843,
DC-04705,1-text,1,1,1,,,,,,DH-04844,open_items/OI-50.md,1,the open-items register,,,DH-04844,
DC-04706,1-text,1,1,1,,,,,,DH-04846,open_items/OI-50.md,7,the open-items register,,,DH-04846,
DC-04707,1-text,1,1,1,,,,,,DH-04847,open_items/OI-51.md,1,the open-items register,,,DH-04847,
DC-04708,1-text,1,1,1,,,,,,DH-04849,open_items/OI-51.md,7,the open-items register,,,DH-04849,
DC-04709,1-text,1,1,1,,,,,,DH-04851,open_items/OI-52.md,7,the open-items register,,,DH-04851,
DC-04710,1-text,1,1,1,,,,,,DH-04853,open_items/OI-53.md,7,the open-items register,,,DH-04853,
DC-04711,1-text,1,1,1,,,,,,DH-04855,open_items/OI-54.md,7,the open-items register,,,DH-04855,
DC-04712,1-text,1,1,1,,,,,,DH-04858,open_items/OI-55.md,7,the open-items register,,,DH-04858,
DC-04713,1-text,1,1,1,,,,,,DH-04861,open_items/OI-56.md,7,the open-items register,,,DH-04861,
DC-04714,1-text,1,1,1,,,,,,DH-04863,open_items/OI-57.md,7,the open-items register,,,DH-04863,
DC-04715,1-text,1,1,1,,,,,,DH-04866,open_items/OI-58.md,7,the open-items register,,,DH-04866,
DC-04716,1-text,1,1,1,,,,,,DH-04867,open_items/OI-59.md,1,the open-items register,,,DH-04867,
DC-04717,1-text,1,1,1,,,,,,DH-04869,open_items/OI-59.md,7,the open-items register,,,DH-04869,
DC-04718,1-text,1,1,1,,,,,,DH-04871,open_items/OI-6.md,7,the open-items register,,,DH-04871,
DC-04719,1-text,1,1,1,,,,,,DH-04873,open_items/OI-60.md,7,the open-items register,,,DH-04873,
DC-04720,1-text,1,1,1,,,,,,DH-04874,open_items/OI-61.md,1,the open-items register,,,DH-04874,
DC-04721,1-text,1,1,1,,,,,,DH-04879,open_items/OI-62.md,7,the open-items register,,,DH-04879,
DC-04722,1-text,1,1,1,,,,,,DH-04883,open_items/OI-64.md,7,the open-items register,,,DH-04883,
DC-04723,1-text,1,1,1,,,,,,DH-04884,open_items/OI-65.md,1,the open-items register,,,DH-04884,
DC-04724,1-text,1,1,1,,,,,,DH-04887,open_items/OI-65.md,7,the open-items register,,,DH-04887,
DC-04725,1-text,1,1,1,,,,,,DH-04890,open_items/OI-66.md,7,the open-items register,,,DH-04890,
DC-04726,1-text,1,1,1,,,,,,DH-04893,open_items/OI-67.md,7,the open-items register,,,DH-04893,
DC-04727,1-text,1,1,1,,,,,,DH-04896,open_items/OI-68.md,7,the open-items register,,,DH-04896,
DC-04728,1-text,1,1,1,,,,,,DH-04899,open_items/OI-69.md,7,the open-items register,,,DH-04899,
DC-04729,1-text,1,1,1,,,,,,DH-04901,open_items/OI-7.md,7,the open-items register,,,DH-04901,
DC-04730,1-text,1,1,1,,,,,,DH-04904,open_items/OI-70.md,7,the open-items register,,,DH-04904,
DC-04731,1-text,1,1,1,,,,,,DH-04907,open_items/OI-71.md,7,the open-items register,,,DH-04907,
DC-04732,1-text,1,1,1,,,,,,DH-04909,open_items/OI-73.md,1,the open-items register,,,DH-04909,
DC-04733,1-text,1,1,1,,,,,,DH-04911,open_items/OI-73.md,7,the open-items register,,,DH-04911,
DC-04734,1-text,1,1,1,,,,,,DH-04915,open_items/OI-76.md,7,the open-items register,,,DH-04915,
DC-04735,1-text,1,1,1,,,,,,DH-04916,open_items/OI-77.md,1,the open-items register,,,DH-04916,
DC-04736,1-text,1,1,1,,,,,,DH-04918,open_items/OI-77.md,7,the open-items register,,,DH-04918,
DC-04737,1-text,1,1,1,,,,,,DH-04923,open_items/OI-80.md,1,the open-items register,,,DH-04923,
DC-04738,1-text,1,1,1,,,,,,DH-04925,open_items/OI-80.md,7,the open-items register,,,DH-04925,
DC-04739,1-text,1,1,1,,,,,,DH-04931,open_items/OI-84.md,7,the open-items register,,,DH-04931,
DC-04740,1-text,1,1,1,,,,,,DH-04933,open_items/OI-85.md,7,the open-items register,,,DH-04933,
DC-04741,1-text,1,1,1,,,,,,DH-04936,open_items/OI-86.md,7,the open-items register,,,DH-04936,
DC-04742,1-text,1,1,1,,,,,,DH-04941,open_items/OI-88.md,7,the open-items register,,,DH-04941,
DC-04743,1-text,1,1,1,,,,,,DH-04943,open_items/OI-89.md,7,the open-items register,,,DH-04943,
DC-04744,1-text,1,1,1,,,,,,DH-04946,open_items/OI-9.md,7,the open-items register,,,DH-04946,
DC-04745,1-text,1,1,1,,,,,,DH-04951,open_items/OI-91.md,7,the open-items register,,,DH-04951,
DC-04746,1-text,1,1,1,,,,,,DH-04954,open_items/OI-92.md,7,the open-items register,,,DH-04954,
DC-04747,1-text,1,1,1,,,,,,DH-04957,open_items/OI-93.md,7,the open-items register,,,DH-04957,
DC-04748,1-text,1,1,1,,,,,,DH-04958,open_items/OI-94.md,1,the open-items register,,,DH-04958,
DC-04749,1-text,1,1,1,,,,,,DH-04961,open_items/OI-94.md,7,the open-items register,,,DH-04961,
DC-04750,1-text,1,1,1,,,,,,DH-04971,cc_L6_corpus_oracle_report.md,3,Claude Code session report or dispatch (a restatement by construction),,,DH-04971,
DC-04751,1-text,1,1,1,,,,,,DH-04973,cc_a8_rebaseline_measure_report.md,3,Claude Code session report or dispatch (a restatement by construction),,,DH-04973,
DC-04752,1-text,1,1,1,,,,,,DH-04974,cc_a8_rebaseline_measure_report.md,48,Claude Code session report or dispatch (a restatement by construction),,,DH-04974,
DC-04753,1-text,1,1,1,,,,,,DH-04975,cc_a8_rebaseline_measure_report.md,56,Claude Code session report or dispatch (a restatement by construction),,,DH-04975,
DC-04754,1-text,1,1,1,,,,,,DH-04976,cc_a8_rebaseline_measure_report.md,68,Claude Code session report or dispatch (a restatement by construction),,,DH-04976,
DC-04755,1-text,1,1,1,,,,,,DH-04977,cc_a8_rebaseline_measure_report.md,73,Claude Code session report or dispatch (a restatement by construction),,,DH-04977,
DC-04756,1-text,1,1,1,,,,,,DH-04978,cc_a8_rebaseline_measure_report.md,88,Claude Code session report or dispatch (a restatement by construction),,,DH-04978,
DC-04757,1-text,1,1,1,,,,,,DH-04979,cc_a8_rebaseline_measure_report.md,98,Claude Code session report or dispatch (a restatement by construction),,,DH-04979,
DC-04758,1-text,1,1,1,,,,,,DH-04980,cc_a8_rebaseline_measure_report.md,105,Claude Code session report or dispatch (a restatement by construction),,,DH-04980,
DC-04759,1-text,1,1,1,,,,,,DH-04981,cc_a8_rebaseline_measure_report.md,117,Claude Code session report or dispatch (a restatement by construction),,,DH-04981,
DC-04760,1-text,1,1,1,,,,,,DH-04982,cc_a8_rebaseline_measure_report.md,135,Claude Code session report or dispatch (a restatement by construction),,,DH-04982,
DC-04761,1-text,1,1,1,,,,,,DH-04983,cc_a8_rebaseline_measure_report.md,158,Claude Code session report or dispatch (a restatement by construction),,,DH-04983,
DC-04762,1-text,1,1,1,,,,,,DH-04984,cc_a8_rebaseline_measure_report.md,199,Claude Code session report or dispatch (a restatement by construction),,,DH-04984,
DC-04763,1-text,1,1,1,,,,,,DH-04985,cc_a8_rebaseline_measure_report.md,222,Claude Code session report or dispatch (a restatement by construction),,,DH-04985,
DC-04764,1-text,1,1,1,,,,,,DH-04986,cc_a8_rebaseline_measure_report.md,247,Claude Code session report or dispatch (a restatement by construction),,,DH-04986,
DC-04765,1-text,1,1,1,,,,,,DH-04987,cc_a8_rebaseline_measure_report.md,259,Claude Code session report or dispatch (a restatement by construction),,,DH-04987,
DC-04766,1-text,1,1,1,,,,,,DH-04988,cc_a8_rebaseline_measure_report.md,316,Claude Code session report or dispatch (a restatement by construction),,,DH-04988,
DC-04767,1-text,1,1,1,,,,,,DH-04989,cc_a8_rebaseline_measure_report.md,318,Claude Code session report or dispatch (a restatement by construction),,,DH-04989,
DC-04768,1-text,1,1,1,,,,,,DH-04990,cc_a8_rebaseline_measure_report.md,323,Claude Code session report or dispatch (a restatement by construction),,,DH-04990,
DC-04769,1-text,1,1,1,,,,,,DH-04991,cc_a8_rebaseline_measure_report.md,325,Claude Code session report or dispatch (a restatement by construction),,,DH-04991,
DC-04770,1-text,1,1,1,,,,,,DH-04992,cc_a8_rebaseline_measure_report.md,327,Claude Code session report or dispatch (a restatement by construction),,,DH-04992,
DC-04771,1-text,1,1,1,,,,,,DH-04993,cc_a8_rebaseline_measure_report.md,330,Claude Code session report or dispatch (a restatement by construction),,,DH-04993,
DC-04772,1-text,1,1,1,,,,,,DH-04994,cc_a8_rebaseline_measure_report.md,338,Claude Code session report or dispatch (a restatement by construction),,,DH-04994,
DC-04773,1-text,1,1,1,,,,,,DH-04995,cc_a8_rebaseline_measure_report.md,340,Claude Code session report or dispatch (a restatement by construction),,,DH-04995,
DC-04774,1-text,1,1,1,,,,,,DH-04996,cc_a8_rebaseline_measure_report.md,345,Claude Code session report or dispatch (a restatement by construction),,,DH-04996,
DC-04775,1-text,1,1,1,,,,,,DH-04997,cc_a8_rebaseline_measure_report.md,346,Claude Code session report or dispatch (a restatement by construction),,,DH-04997,
DC-04776,1-text,1,1,1,,,,,,DH-04998,cc_a8_rebaseline_measure_report.md,358,Claude Code session report or dispatch (a restatement by construction),,,DH-04998,
DC-04777,1-text,1,1,1,,,,,,DH-04999,cc_a8_rebaseline_measure_report.md,364,Claude Code session report or dispatch (a restatement by construction),,,DH-04999,
DC-04778,1-text,1,1,1,,,,,,DH-05000,cc_absent_root_investigation.md,43,Claude Code session report or dispatch (a restatement by construction),,,DH-05000,
DC-04779,1-text,1,1,1,,,,,,DH-05001,cc_absent_root_investigation.md,68,Claude Code session report or dispatch (a restatement by construction),,,DH-05001,
DC-04780,1-text,1,1,1,,,,,,DH-05002,cc_absent_root_investigation.md,77,Claude Code session report or dispatch (a restatement by construction),,,DH-05002,
DC-04781,1-text,1,1,1,,,,,,DH-05003,cc_absent_root_investigation.md,130,Claude Code session report or dispatch (a restatement by construction),,,DH-05003,
DC-04782,1-text,1,1,1,,,,,,DH-05004,cc_absent_root_investigation.md,148,Claude Code session report or dispatch (a restatement by construction),,,DH-05004,
DC-04783,1-text,1,1,1,,,,,,DH-05005,cc_absent_root_investigation.md,160,Claude Code session report or dispatch (a restatement by construction),,,DH-05005,
DC-04784,1-text,1,1,1,,,,,,DH-05006,cc_absent_root_investigation.md,186,Claude Code session report or dispatch (a restatement by construction),,,DH-05006,
DC-04785,1-text,1,1,1,,,,,,DH-05007,cc_absent_root_investigation.md,205,Claude Code session report or dispatch (a restatement by construction),,,DH-05007,
DC-04786,1-text,1,1,1,,,,,,DH-05008,cc_absent_root_investigation.md,277,Claude Code session report or dispatch (a restatement by construction),,,DH-05008,
DC-04787,1-text,1,1,1,,,,,,DH-05009,cc_absent_root_investigation.md,307,Claude Code session report or dispatch (a restatement by construction),,,DH-05009,
DC-04788,1-text,1,1,1,,,,,,DH-05010,cc_acquisition_round_report.md,14,Claude Code session report or dispatch (a restatement by construction),,,DH-05010,
DC-04789,1-text,1,1,1,,,,,,DH-05011,cc_acquisition_round_report.md,26,Claude Code session report or dispatch (a restatement by construction),,,DH-05011,
DC-04790,1-text,1,1,1,,,,,,DH-05012,cc_acquisition_round_report.md,76,Claude Code session report or dispatch (a restatement by construction),,,DH-05012,
DC-04791,1-text,1,1,1,,,,,,DH-05013,cc_acquisition_round_report.md,87,Claude Code session report or dispatch (a restatement by construction),,,DH-05013,
DC-04792,1-text,1,1,1,,,,,,DH-05014,cc_acquisition_round_report.md,131,Claude Code session report or dispatch (a restatement by construction),,,DH-05014,
DC-04793,1-text,1,1,1,,,,,,DH-05015,cc_acquisition_round_report.md,145,Claude Code session report or dispatch (a restatement by construction),,,DH-05015,
DC-04794,1-text,1,1,1,,,,,,DH-05016,cc_acquisition_round_report.md,148,Claude Code session report or dispatch (a restatement by construction),,,DH-05016,
DC-04795,1-text,1,1,1,,,,,,DH-05017,cc_acquisition_round_report.md,154,Claude Code session report or dispatch (a restatement by construction),,,DH-05017,
DC-04796,1-text,1,1,1,,,,,,DH-05018,cc_acquisition_round_report.md,162,Claude Code session report or dispatch (a restatement by construction),,,DH-05018,
DC-04797,1-text,1,1,1,,,,,,DH-05019,cc_acquisition_round_report.md,171,Claude Code session report or dispatch (a restatement by construction),,,DH-05019,
DC-04798,1-text,1,1,1,,,,,,DH-05020,cc_acquisition_round_report.md,178,Claude Code session report or dispatch (a restatement by construction),,,DH-05020,
DC-04799,1-text,1,1,1,,,,,,DH-05021,cc_acquisition_round_report.md,184,Claude Code session report or dispatch (a restatement by construction),,,DH-05021,
DC-04800,1-text,1,1,1,,,,,,DH-05022,cc_acquisition_round_report.md,187,Claude Code session report or dispatch (a restatement by construction),,,DH-05022,
DC-04801,1-text,1,1,1,,,,,,DH-05023,cc_acquisition_round_report.md,189,Claude Code session report or dispatch (a restatement by construction),,,DH-05023,
DC-04802,1-text,1,1,1,,,,,,DH-05024,cc_acquisition_round_report.md,196,Claude Code session report or dispatch (a restatement by construction),,,DH-05024,
DC-04803,1-text,1,1,1,,,,,,DH-05025,cc_acquisition_round_report.md,204,Claude Code session report or dispatch (a restatement by construction),,,DH-05025,
DC-04804,1-text,1,1,1,,,,,,DH-05026,cc_acquisition_round_report.md,226,Claude Code session report or dispatch (a restatement by construction),,,DH-05026,
DC-04805,1-text,1,1,1,,,,,,DH-05027,cc_acquisition_round_report.md,229,Claude Code session report or dispatch (a restatement by construction),,,DH-05027,
DC-04806,1-text,1,1,1,,,,,,DH-05029,cc_acquisition_round_report.md,240,Claude Code session report or dispatch (a restatement by construction),,,DH-05029,
DC-04807,1-text,1,1,1,,,,,,DH-05030,cc_acquisition_round_report.md,246,Claude Code session report or dispatch (a restatement by construction),,,DH-05030,
DC-04808,1-text,1,1,1,,,,,,DH-05031,cc_acquisition_round_report.md,248,Claude Code session report or dispatch (a restatement by construction),,,DH-05031,
DC-04809,1-text,1,1,1,,,,,,DH-05032,cc_acquisition_round_report.md,250,Claude Code session report or dispatch (a restatement by construction),,,DH-05032,
DC-04810,1-text,1,1,1,,,,,,DH-05033,cc_adoption_measurement_report.md,3,Claude Code session report or dispatch (a restatement by construction),,,DH-05033,
DC-04811,1-text,1,1,1,,,,,,DH-05034,cc_adoption_measurement_report.md,18,Claude Code session report or dispatch (a restatement by construction),,,DH-05034,
DC-04812,1-text,1,1,1,,,,,,DH-05035,cc_adoption_measurement_report.md,23,Claude Code session report or dispatch (a restatement by construction),,,DH-05035,
DC-04813,1-text,1,1,1,,,,,,DH-05036,cc_adoption_measurement_report.md,48,Claude Code session report or dispatch (a restatement by construction),,,DH-05036,
DC-04814,1-text,1,1,1,,,,,,DH-05037,cc_adoption_measurement_report.md,50,Claude Code session report or dispatch (a restatement by construction),,,DH-05037,
DC-04815,1-text,1,1,1,,,,,,DH-05038,cc_adoption_measurement_report.md,57,Claude Code session report or dispatch (a restatement by construction),,,DH-05038,
DC-04816,1-text,1,1,1,,,,,,DH-05039,cc_adoption_measurement_report.md,70,Claude Code session report or dispatch (a restatement by construction),,,DH-05039,
DC-04817,1-text,1,1,1,,,,,,DH-05040,cc_adoption_measurement_report.md,73,Claude Code session report or dispatch (a restatement by construction),,,DH-05040,
DC-04818,1-text,1,1,1,,,,,,DH-05041,cc_adoption_measurement_report.md,74,Claude Code session report or dispatch (a restatement by construction),,,DH-05041,
DC-04819,1-text,1,1,1,,,,,,DH-05042,cc_adoption_measurement_report.md,77,Claude Code session report or dispatch (a restatement by construction),,,DH-05042,
DC-04820,1-text,1,1,1,,,,,,DH-05043,cc_adoption_measurement_report.md,90,Claude Code session report or dispatch (a restatement by construction),,,DH-05043,
DC-04821,1-text,1,1,1,,,,,,DH-05044,cc_adoption_measurement_report.md,100,Claude Code session report or dispatch (a restatement by construction),,,DH-05044,
DC-04822,1-text,1,1,1,,,,,,DH-05045,cc_adoption_measurement_report.md,126,Claude Code session report or dispatch (a restatement by construction),,,DH-05045,
DC-04823,1-text,1,1,1,,,,,,DH-05046,cc_adoption_measurement_report.md,141,Claude Code session report or dispatch (a restatement by construction),,,DH-05046,
DC-04824,1-text,1,1,1,,,,,,DH-05047,cc_adoption_measurement_report.md,143,Claude Code session report or dispatch (a restatement by construction),,,DH-05047,
DC-04825,1-text,1,1,1,,,,,,DH-05048,cc_adoption_measurement_report.md,146,Claude Code session report or dispatch (a restatement by construction),,,DH-05048,
DC-04826,1-text,1,1,1,,,,,,DH-05049,cc_adoption_measurement_report.md,148,Claude Code session report or dispatch (a restatement by construction),,,DH-05049,
DC-04827,1-text,1,1,1,,,,,,DH-05051,cc_adoption_measurement_report.md,154,Claude Code session report or dispatch (a restatement by construction),,,DH-05051,
DC-04828,1-text,1,1,1,,,,,,DH-05052,cc_anchor_design_dossier.md,3,Claude Code session report or dispatch (a restatement by construction),,,DH-05052,
DC-04829,1-text,1,1,1,,,,,,DH-05053,cc_anchor_design_dossier.md,9,Claude Code session report or dispatch (a restatement by construction),,,DH-05053,
DC-04830,1-text,1,1,1,,,,,,DH-05054,cc_anchor_design_dossier.md,13,Claude Code session report or dispatch (a restatement by construction),,,DH-05054,
DC-04831,1-text,1,1,1,,,,,,DH-05055,cc_anchor_design_dossier.md,15,Claude Code session report or dispatch (a restatement by construction),,,DH-05055,
DC-04832,1-text,1,1,1,,,,,,DH-05056,cc_anchor_design_dossier.md,16,Claude Code session report or dispatch (a restatement by construction),,,DH-05056,
DC-04833,1-text,1,1,1,,,,,,DH-05057,cc_anchor_design_dossier.md,20,Claude Code session report or dispatch (a restatement by construction),,,DH-05057,
DC-04834,1-text,1,1,1,,,,,,DH-05058,cc_anchor_design_dossier.md,24,Claude Code session report or dispatch (a restatement by construction),,,DH-05058,
DC-04835,1-text,1,1,1,,,,,,DH-05059,cc_anchor_design_dossier.md,25,Claude Code session report or dispatch (a restatement by construction),,,DH-05059,
DC-04836,1-text,1,1,1,,,,,,DH-05060,cc_anchor_design_dossier.md,26,Claude Code session report or dispatch (a restatement by construction),,,DH-05060,
DC-04837,1-text,1,1,1,,,,,,DH-05061,cc_anchor_design_dossier.md,31,Claude Code session report or dispatch (a restatement by construction),,,DH-05061,
DC-04838,1-text,1,1,1,,,,,,DH-05062,cc_anchor_design_dossier.md,39,Claude Code session report or dispatch (a restatement by construction),,,DH-05062,
DC-04839,1-text,1,1,1,,,,,,DH-05063,cc_anchor_design_dossier.md,41,Claude Code session report or dispatch (a restatement by construction),,,DH-05063,
DC-04840,1-text,1,1,1,,,,,,DH-05064,cc_anchor_design_dossier.md,47,Claude Code session report or dispatch (a restatement by construction),,,DH-05064,
DC-04841,1-text,1,1,1,,,,,,DH-05065,cc_anchor_design_dossier.md,75,Claude Code session report or dispatch (a restatement by construction),,,DH-05065,
DC-04842,1-text,1,1,1,,,,,,DH-05066,cc_anchor_design_dossier.md,87,Claude Code session report or dispatch (a restatement by construction),,,DH-05066,
